iter	Passed	Remaining
471	696	779
472	697	777
473	699	776
474	700	774
475	701	772
476	702	770
477	703	768
478	705	767
479	706	765
480	707	763
481	708	761
482	709	759
483	711	758
484	712	756
485	713	755
486	715	753
487	716	751
488	717	749
489	718	748
490	720	746
491	721	744
492	722	743
493	723	741
494	725	739
495	726	737
496	727	736
497	728	734
498	729	732
499	730	730
500	731	728
501	732	727
502	734	725
503	735	723
504	736	721
505	737	720
506	738	718
507	740	716
508	741	715
509	742	713
510	743	711
511	744	709
512	746	708
513	747	706
514	748	704
515	749	702
516	750	701
517	751	699
518	752	697
519	753	695
520	754	694
521	756	692
522	757	690
523	758	688
524	759	687
525	760	685
526	761	683
527	763	682
528	764	680
529	765	678
530	766	677
531	768	675
532	769	673
533	770	672
534	771	670
535	772	668
536	773	667
537	775	665
538	776	663
539	777	662
540	778	660
541	779	658
542	781	657
543	782	655
544	783	654
545	784	652
546	785	650
547	787	649
548	788	647
549	789	646
550	790	644
551	792	642
552	793	641
553	794	639
554	795	637
555	796	636
556	798	634
557	799	633
558	800	631
559	801	629
560	802	627
561	803	626
562	804	624
563	806	623
564	807	621
565	808	620
566	809	618
567	811	616
568	812	615
569	813	613
570	814	611
571	815	610
572	817	608
573	818	607
574	819	605
575	820	604
576	821	602
577	822	600
578	824	599
579	825	597
580	826	596
581	827	594
582	828	592
583	829	591
584	831	589
585	832	588
586	833	586
587	834	584
588	835	583
589	837	581
590	838	580
591	839	578
592	840	576
593	841	575
594	843	573
595	844	572
596	845	570
597	846	569
598	847	567
599	848	565
600	850	564
601	851	562
602	852	561
603	853	559
604	854	557
605	855	556
606	857	554
607	858	553
608	859	551
609	860	550
610	861	548
611	862	547
612	864	545
613	865	543
614	866	542
615	867	540
616	868	539
617	869	537
618	871	536
619	872	534
620	873	533
621	874	531
622	875	530
623	876	528
624	878	526
625	879	525
626	880	523
627	881	522
628	883	520
629	884	519
630	885	517
631	886	516
632	888	514
633	889	513
634	890	511
635	891	510
636	892	508
637	893	507
638	895	505
639	896	504
640	897	502
641	898	501
642	899	499
643	901	498
644	902	496
645	903	495
646	904	493
647	906	492
648	907	490
649	908	489
650	909	487
651	910	485
652	911	484
653	912	482
654	913	481
655	915	480
656	917	478
657	918	477
658	920	476
659	921	474
660	922	473
661	924	471
662	925	470
663	926	468
664	927	467
665	929	465
666	930	464
667	931	462
668	935	463
669	937	461
670	938	460
671	939	458
672	941	457
673	942	455
674	943	454
675	944	452
676	946	451
677	947	449
678	948	448
679	949	447
680	951	445
681	952	444
682	953	442
683	955	441
684	956	439
685	958	438
686	959	437
687	960	435
688	962	434
689	963	432
690	964	431
691	965	429
692	966	428
693	968	427
694	969	425
695	970	424
696	971	422
697	973	421
698	974	419
699	975	418
700	977	416
701	978	415
702	979	413
703	981	412
704	982	411
705	983	409
706	984	408
707	985	406
708	987	405
709	988	403
710	989	402
711	990	400
712	991	399
713	993	397
714	994	396
715	995	394
716	996	393
717	998	392
718	999	390
719	1000	389
720	1001	387
721	1003	386
722	1004	384
723	1005	383
724	1006	381
725	1007	380
726	1009	378
727	1010	377
728	1011	376
729	1013	374
730	1014	373
731	1016	372
732	1017	370
733	1019	369
734	1020	367
735	1021	366
736	1022	364
737	1024	363
738	1025	362
739	1026	360
740	1027	359
741	1028	357
742	1030	356
743	1031	354
744	1032	353
745	1034	352
746	1035	350
747	1036	349
748	1038	347
749	1039	346
750	1040	345
751	1042	343
752	1043	342
753	1045	340
754	1046	339
755	1048	338
756	1050	337
757	1051	335
758	1052	334
759	1054	332
760	1055	331
761	1056	330
762	1057	328
763	1059	327
764	1060	325
765	1061	324
766	1063	322
767	1064	321
768	1065	320
769	1066	318
770	1068	317
771	1069	315
772	1070	314
773	1071	312
774	1073	311
775	1074	310
776	1075	308
777	1076	307
778	1078	305
779	1079	304
780	1081	303
781	1082	301
782	1083	300
783	1085	298
784	1086	297
785	1087	296
786	1088	294
787	1090	293
788	1091	291
789	1092	290
790	1093	288
791	1094	287
792	1096	286
793	1097	284
794	1098	283
795	1099	281
796	1101	280
797	1102	279
798	1103	277
799	1104	276
800	1106	274
801	1107	273
802	1109	272
803	1110	270
804	1111	269
805	1112	267
806	1113	266
807	1115	264
808	1116	263
809	1117	262
810	1118	260
811	1119	259
812	1120	257
813	1122	256
814	1123	254
815	1124	253
816	1125	252
817	1126	250
818	1128	249
819	1129	247
820	1130	246
821	1131	245
822	1133	243
823	1134	242
824	1135	240
825	1137	239
826	1138	238
827	1139	236
828	1140	235
829	1142	233
830	1143	232
831	1144	231
832	1145	229
833	1146	228
834	1148	226
835	1149	225
836	1150	224
837	1151	222
838	1152	221
839	1154	219
840	1155	218
841	1156	216
842	1157	215
843	1158	214
844	1160	212
845	1161	211
846	1162	210
847	1164	208
848	1165	207
849	1167	205
850	1168	204
851	1169	203
852	1170	201
853	1171	200
854	1173	198
855	1174	197
856	1175	196
857	1176	194
858	1178	193
859	1179	191
860	1180	190
861	1181	189
862	1183	187
863	1184	186
864	1185	184
865	1186	183
866	1187	182
867	1188	180
868	1189	179
869	1191	177
870	1192	176
871	1193	175
872	1194	173
873	1196	172
874	1197	171
875	1198	169
876	1199	168
877	1200	166
878	1201	165
879	1203	164
880	1204	162
881	1205	161
882	1206	159
883	1208	158
884	1209	157
885	1210	155
886	1211	154
887	1212	152
888	1214	151
889	1215	150
890	1216	148
891	1217	147
892	1218	146
893	1220	144
894	1221	143
895	1222	141
896	1223	140
897	1224	139
898	1225	137
899	1227	136
900	1228	134
901	1229	133
902	1230	132
903	1231	130
904	1232	129
905	1234	128
906	1235	126
907	1236	125
908	1237	123
909	1238	122
910	1240	121
911	1241	119
912	1242	118
913	1243	117
914	1244	115
915	1246	114
916	1247	112
917	1248	111
918	1249	110
919	1250	108
920	1252	107
921	1253	106
922	1254	104
923	1255	103
924	1256	101
925	1258	100
926	1259	99
927	1260	97
928	1261	96
929	1262	95
930	1264	93
931	1265	92
932	1266	90
933	1267	89
934	1268	88
935	1269	86
936	1271	85
937	1272	84
938	1273	82
939	1274	81
940	1275	79
941	1276	78
942	1278	77
943	1279	75
944	1280	74
945	1281	73
946	1282	71
947	1284	70
948	1285	69
949	1286	67
950	1287	66
951	1288	64
952	1290	63
953	1291	62
954	1292	60
955	1293	59
956	1294	58
957	1296	56
958	1297	55
959	1298	54
960	1299	52
961	1300	51
962	1301	50
963	1303	48
964	1304	47
965	1305	45
966	1306	44
967	1308	43
968	1309	41
969	1310	40
970	1312	39
971	1313	37
972	1314	36
973	1315	35
974	1316	33
975	1318	32
976	1319	31
977	1320	29
978	1322	28
979	1323	27
980	1324	25
981	1325	24
982	1326	22
983	1327	21
984	1328	20
985	1329	18
986	1331	17
987	1332	16
988	1333	14
989	1335	13
990	1336	12
991	1337	10
992	1338	9
993	1339	8
994	1340	6
995	1342	5
996	1343	4
997	1344	2
998	1345	1
999	1346	0
